,trip,ride,short,long
2377,312,23,https://goo.gl/maps/gGmfzJzwSwd74zNf9,"https://www.google.com/maps/dir/53.9982637,22.8262098/54.3089305,23.1209031/54.9331235,23.8850434/@54.5135515,22.7838291,9.13z/data=!4m2!4m1!3e0
"
2378,312,24,https://goo.gl/maps/6JgiJp1Z2BZKtFoQ6,"https://www.google.com/maps/dir/54.9378466,23.8905256/54.9338793,23.9653605/@54.9316704,23.9064588,13.58z/data=!4m2!4m1!3e0
"
2379,312,25,https://goo.gl/maps/EebSNqQPdVGQBFK7A,"https://www.google.com/maps/dir/54.9342868,23.9655609/54.7358536,25.2246678/54.7304395,25.2446489/54.7695519,25.3256213/54.7684879,25.3666289/@54.7791219,24.2415891,9.58z/data=!4m12!4m11!1m0!1m0!1m5!3m4!1m2!1d25.3211518!2d54.7672696!3s0x46dd90b79cd01063:0x179186cf80f97eac!1m0!1m0!3e0
"
2380,313,1,https://goo.gl/maps/JWNvFY1Eex9HD5UD7,"https://www.google.com/maps/dir/52.1079081,5.1684764/52.0956327,5.1413704/@52.1017139,5.1440494,15z/data=!4m2!4m1!3e0
"
2381,313,2,https://goo.gl/maps/6Si6YbrpZutfBmsH7,"https://www.google.com/maps/dir/52.0797348,5.1435807/52.5064865,6.0671816/53.2003945,6.5657179/@52.6390092,5.2173914,9z/data=!4m10!4m9!1m0!1m5!3m4!1m2!1d6.4115304!2d52.6974138!3s0x47c81027351a7ea5:0x47416b4dd1ff4904!1m0!3e0
"
2382,313,3,https://goo.gl/maps/b44YKpm6dTbXXx8D6,"https://www.google.com/maps/dir/53.205605,6.5738353/53.2032885,6.473527/@53.1994194,6.5024758,12.79z/data=!4m14!4m13!1m10!3m4!1m2!1d6.5653059!2d53.2023643!3s0x47c832aed0ec2cad:0x2f582f3a16945519!3m4!1m2!1d6.5389075!2d53.1963194!3s0x47c832c721c3cf41:0x2aaa7e2b2e2d8dc7!1m0!3e0
"
2383,313,4,https://goo.gl/maps/mHsZ6oY1EWTS1DEN8,"https://www.google.com/maps/dir/53.2028339,6.4733814/52.9655667,5.8699861/@53.1010563,5.8771566,10.29z/data=!4m2!4m1!3e0
"
2384,313,5,https://goo.gl/maps/hzWTtpXyidEDQyCh6,"https://www.google.com/maps/dir/52.9649671,5.8696995/52.9581523,5.8166135/@52.9598991,5.8273508,14.17z/data=!4m2!4m1!3e0
"
2385,313,6,https://goo.gl/maps/UuBDdUzv8nZ58hbq5,"https://www.google.com/maps/dir/52.9579486,5.8165899/52.7255694,5.7696901/@52.8418218,5.6040948,11z/data=!4m2!4m1!3e0
"
2386,313,7,https://goo.gl/maps/3o5aYMxHNyNN9GmRA,"https://www.google.com/maps/dir/52.7256734,5.7718969/52.8480305,5.7208353/@52.7869373,5.6636997,12z/data=!3m1!4b1!4m2!4m1!3e0
"
2387,313,8,https://goo.gl/maps/he45qTFtwxAf2Y3b8,"https://www.google.com/maps/dir/52.8475223,5.724719/52.9142141,5.7771625/@52.8796249,5.7029916,13z/data=!4m2!4m1!3e0.
"
2388,313,9,https://goo.gl/maps/HmBLeUzRvGLaU82u7,"https://www.google.com/maps/dir/52.9141623,5.7769721/53.0264622,5.6560741/@52.9698267,5.6451032,12z/data=!4m2!4m1!3e0
"
2389,313,10,https://goo.gl/maps/uBoXNkr2rfb3xdZ3A,"https://www.google.com/maps/dir/53.0232784,5.6770853/53.0558774,5.5374688/53.0702142,5.5395936/53.0777255,5.5128127/53.0629096,5.5053122/@53.0607196,5.5430395,12.58z/data=!4m2!4m1!3e0
"
2390,313,11,https://goo.gl/maps/pJz174yXPp4G1X1W7,"https://www.google.com/maps/dir/53.0627655,5.5054956/52.4769117,4.8528186/@52.7665441,4.7167886,9.58z/data=!4m2!4m1!3e0
"
2391,313,12,https://goo.gl/maps/FfTWxeoVqvYcBFs26,"https://www.google.com/maps/dir/52.4761777,4.8535012/52.3686849,4.9712606/@52.4213355,4.8239591,12z/data=!4m2!4m1!3e0
"
2392,313,13,https://goo.gl/maps/aWo9J7PmtFFFqZoTA,"https://www.google.com/maps/dir/52.3679918,4.9702692/52.1023498,5.0974543/@52.2352683,4.8395542,11z/data=!4m9!4m8!1m5!3m4!1m2!1d5.0904985!2d52.1108193!3s0x47c66f090281d38f:0xd1f1f16d6c1269c3!1m0!3e0
"
2393,314,1,https://goo.gl/maps/y9CM5StqVN5cRiYR6,"https://www.google.com/maps/dir/39.5203752,2.494909/39.5809373,2.6227747/@39.5503438,2.5175889,13z/data=!4m2!4m1!3e0
"
2394,314,2,https://goo.gl/maps/TSr8wY7wRyTg8H5m6,"https://www.google.com/maps/dir/39.5817238,2.6235396/39.4258886,3.0250078/39.4277658,3.0230311/39.426957,3.0218861/@39.504223,2.7286316,11.58z/data=!4m2!4m1!3e0
"
2395,314,3,https://goo.gl/maps/5rP5bx5hZwfvfFGe8,"https://www.google.com/maps/dir/39.438433,3.0021493/39.4858477,2.8918962/@39.4637541,2.8646033,12z/data=!3m1!4b1!4m2!4m1!3e0
"
2396,314,4,https://goo.gl/maps/ypyqGpaMc4RSeuZUA,"https://www.google.com/maps/dir/39.4868045,2.8802041/39.4820674,2.8509679/@39.4824848,2.8592989,15.17z/data=!4m2!4m1!3e0
"
2397,314,5,https://goo.gl/maps/WHjYoEtkrvLPJm4u8,"https://www.google.com/maps/dir/39.4817753,2.85022/39.5537226,2.6049203/@39.5316145,2.6668175,12.17z/data=!4m2!4m1!3e0
"
2398,314,6,https://goo.gl/maps/2jAjz59ACpvuzwoRA,"https://www.google.com/maps/dir/39.5575928,2.5971664/39.5435871,2.5750972/@39.5501792,2.5786809,15.29z/data=!4m2!4m1!3e0
"
2399,314,7,https://goo.gl/maps/JNBBci2zo9FNv5NC8,"https://www.google.com/maps/dir/39.5437145,2.5745951/39.5236579,2.4922282/@39.5262715,2.5040449,13.58z/data=!4m2!4m1!3e0
"
2400,315,1,https://maps.app.goo.gl/mvBcWFej8X5pSXpv6,"https://www.google.com/maps/dir/54.6577168,25.1432106/54.7750309,24.8103616/@54.7097458,24.8782165,11.71z/data=!4m2!4m1!3e0
"
2401,315,2,https://goo.gl/maps/fSKyb8JgNvxeCPZBA,"https://www.google.com/maps/dir/54.7750309,24.8103616/54.9321425,23.9953613/@54.8895535,24.1868524,10.5z/data=!4m2!4m1!3e0
"
2402,315,3,https://goo.gl/maps/s2wa2XLASuz2oUWw5,"https://www.google.com/maps/dir/54.9349811,23.9661152/54.945158,23.8766102/@54.9375117,23.8996309,13.5z/data=!4m2!4m1!3e0
"
2403,315,4,https://goo.gl/maps/jEnjBRAHW79h43vP7,"https://www.google.com/maps/dir/54.9354806,23.8711682/54.8146814,23.8599653/@54.8750477,23.7625614,12z/data=!3m1!4b1!4m2!4m1!3e0
"
2404,315,5,https://goo.gl/maps/fBKZgx21ZYBU7UL67,"https://www.google.com/maps/dir/54.8086364,23.8528395/54.5927401,23.3898254/@54.7007655,23.4561899,11z/data=!3m1!4b1!4m2!4m1!3e0
"
2405,315,6,https://goo.gl/maps/CJd73rFovgXcXKwS7,"https://www.google.com/maps/dir/54.5834745,23.3615825/54.5757642,23.3009224/@54.5796106,23.3106123,14z/data=!3m1!4b1!4m2!4m1!3e0
"
2406,315,7,https://goo.gl/maps/H2mNQzRemYEC8YNP6,"https://www.google.com/maps/dir/54.5715535,23.2954868/54.3591784,23.1826486/@54.472441,23.1466682,11.33z/data=!4m2!4m1!3e0
"
2407,315,8,https://goo.gl/maps/nYGDRY2GSq7ARWYB7,"https://www.google.com/maps/dir/54.3593151,23.1821008/54.30864,23.1199925/53.2012634,22.0997031/@53.7784807,21.9817254,9z/data=!3m1!4b1!4m2!4m1!3e0
"
2408,315,9,https://goo.gl/maps/cEnK7gUMNZrC8wLHA,"https://www.google.com/maps/dir/53.1830065,22.1093137/53.0698699,22.1520727/@53.1264661,22.0373243,12z/data=!4m2!4m1!3e0
"
2409,315,10,https://goo.gl/maps/g8etZN4BMJ4hMfz67,"https://www.google.com/maps/dir/53.0684126,22.1522797/52.9843551,22.2075995/@53.0473361,22.1079711,12z/data=!3m1!4b1!4m2!4m1!3e0
"
2410,315,11,https://goo.gl/maps/wQEoxuvcPkuvoc479,"https://www.google.com/maps/dir/52.9741742,22.2200355/53.0048701,22.201207/52.911984,22.0950218/52.9085607,22.0937066/@52.9618208,22.1053227,12.29z/data=!4m2!4m1!3e0
"
2411,315,12,https://goo.gl/maps/xYdQGWsVnW3hx3XC7,"https://www.google.com/maps/dir/52.9082308,22.0928431/52.5214454,21.4089355/@52.7147766,21.4205299,10z/data=!4m2!4m1!3e0
"
2412,315,13,https://goo.gl/maps/CjJijsDxHMYk12RK9,"https://www.google.com/maps/dir/52.5212338,21.4090137/51.8998388,19.7080817/@52.1826786,20.1463598,9.5z/data=!4m2!4m1!3e0
"
2413,315,14,https://maps.app.goo.gl/k1NFdAp7TDBcLvhr9,"https://www.google.com/maps/dir/51.8997904,19.7082516/52.3291101,17.0926744/@52.1133198,17.6853883,8z/data=!4m2!4m1!3e0
"
2414,315,15,https://goo.gl/maps/YB32bDtWGdaYozWz9,"https://www.google.com/maps/dir/52.3292288,17.0929056/52.3135856,15.7826958/@52.1851932,16.0764078,9.46z/data=!4m2!4m1!3e0
"
2415,315,16,https://goo.gl/maps/Jh8Bad1GBNmcDuAm6,"https://www.google.com/maps/dir/52.3139526,15.7838761/52.3249722,14.6536101/@52.3140555,14.9103875,9.96z/data=!4m2!4m1!3e0
"
2416,315,17,https://goo.gl/maps/v7z7y4Kqg3a2f6cH8,"https://www.google.com/maps/dir/52.3249741,14.6535948/52.3156134,14.5777153/51.384152,6.216301/51.4242061,5.6669703/@52.0233451,7.7054524,7z/data=!4m2!4m1!3e0
"
2417,315,18,https://goo.gl/maps/amUoVbGZ31S16Nu5A,"https://www.google.com/maps/dir/51.4242061,5.6669703/51.3630895,5.2712598/51.3246185,5.2249541/@51.3745337,5.286212,11z/data=!4m2!4m1!3e0.
"
2418,315,19,https://goo.gl/maps/r2xHDvuMZmCoiZje9,"https://www.google.com/maps/dir/51.3246185,5.2249541/51.3190173,5.2088096/51.2099185,4.5465883/@51.2624669,4.5553841,10z/data=!4m2!4m1!3e0
"
2419,315,20,https://maps.app.goo.gl/MpYUfVPn6vw1xezr7,"https://www.google.com/maps/dir/51.2099185,4.5465883/51.2301681,4.3254419/51.185556,4.2907924/@51.2079317,4.3364733,12z/data=!4m2!4m1!3e0
"
2420,315,21,https://goo.gl/maps/nfEJZxVVMKSaNnhC8,"https://www.google.com/maps/dir/51.1855202,4.2907401/51.2329363,2.9503674/Taboralaan+46,+Oostende/@51.212579,3.2995411,9.58z/data=!4m15!4m14!1m5!3m4!1m2!1d2.9502892!2d51.2329148!3s0x47dca94ecd5a3119:0xa042d6a04f9de44f!1m0!1m5!1m1!1s0x47dca947658dd72d:0x9bb9ed4a46b2850d!2m2!1d2.9452765!2d51.2401858!3e0
"
2421,315,22,https://goo.gl/maps/3nZfvMcgSPaXWR169,"https://www.google.com/maps/dir/51.21462,2.926215/51.034107,3.636949/@51.1174313,2.9811277,10.25z/data=!4m6!4m5!1m1!4e1!1m1!4e1!3e0
"
2422,315,23,https://goo.gl/maps/puNc27sdyeF6gVSt6,"https://www.google.com/maps/dir/51.0336903,3.6375857/51.1834458,4.2887116/@51.0701858,3.7904632,10.71z/data=!4m2!4m1!3e0
"
2423,315,24,https://goo.gl/maps/gWuEQo6njhSnKdpp7,"https://www.google.com/maps/dir/51.1834392,4.289014/51.4860473,4.735553/52.0634469,5.0721278/52.1131896,5.1748185/@51.647386,4.0712112,9z/data=!4m2!4m1!3e0
"
2424,315,25,https://goo.gl/maps/a3RfmAwRMThbXSRR6,"https://www.google.com/maps/dir/52.0797627,5.1435036/52.1956883,5.8348548/@52.1130458,5.3362459,10.75z/data=!4m2!4m1!3e0
"
2425,315,26,https://goo.gl/maps/g1B1ChncWngwa9f2A,"https://www.google.com/maps/dir/52.1956883,5.8348548/52.2091464,6.0973489/@52.1836194,5.9165583,12.33z/data=!4m2!4m1!3e0
"
2426,315,27,https://goo.gl/maps/p9HQpvhKXmiuNcdF8,"https://www.google.com/maps/dir/52.2093846,6.0972133/Bolder,+Holten,+Netherlands/@52.2309752,6.1236926,11z/data=!3m1!4b1!4m9!4m8!1m0!1m5!1m1!1s0x47c7f3ea816af5d1:0x35341dca63f8c704!2m2!1d6.4312517!2d52.252393!3e0
"
2427,315,28,https://goo.gl/maps/JPSZRmYknQKjGrrn6,"https://www.google.com/maps/dir/52.2526967,6.4302288/52.3135947,7.0434443/52.3352028,7.106564/52.262299,9.3145584/52.3026536,13.0137343/@52.2716979,7.0775165,7z/data=!3m1!4b1!4m2!4m1!3e0.
"
2428,315,29,https://goo.gl/maps/PDg25UKLCReUSkXe7,"https://www.google.com/maps/dir/52.3026506,13.0137641/''/52.3867609,16.4753778/@52.1795033,13.9084595,8.5z/data=!4m8!4m7!1m0!1m3!2m2!1d14.5776558!2d52.3154576!1m0!3e0
"
2429,315,30,https://goo.gl/maps/eFwxZvKUfCPZGvoQ9,"https://www.google.com/maps/dir/52.3865056,16.4753529/52.1542051,20.684971/@52.1849875,17.311035,8z/data=!4m2!4m1!3e0
"
2430,315,31,https://goo.gl/maps/dbvwZL6ya6T1GNPs7,"https://www.google.com/maps/dir/52.1542051,20.684971/52.8027104,21.8916855/53.5943915,22.347764/54.1634469,23.4754277/54.2266751,23.5248253/@53.184907,20.7831247,8z/data=!4m12!4m11!1m0!1m5!3m4!1m2!1d21.9172715!2d53.0055252!3s0x471e4bed07dcaf9b:0xd12290b230920622!1m0!1m0!1m0!3e0
"
2431,315,32,https://goo.gl/maps/e4f1MTpzWKY76U9f6,"https://www.google.com/maps/dir/54.2321461,23.5401928/54.2388771,23.6396479/@54.2355786,23.5487587,13z/data=!3m1!4b1!4m2!4m1!3e0
"
2432,315,33,https://goo.gl/maps/aWeVFeFitq1WktcPA,"https://www.google.com/maps/dir/54.2388771,23.6396479/54.4147086,24.0188885/54.4002639,24.0498691/@54.3198269,23.6796158,11z/data=!3m1!4b1!4m2!4m1!3e0
"
2433,315,34,https://goo.gl/maps/kAp4vU1CQ4PBgtkt7,"https://www.google.com/maps/dir/54.4044949,24.0736898/54.4125013,24.1174811/@54.4085096,24.08244,14.29z/data=!4m2!4m1!3e0
"
2434,315,35,https://goo.gl/maps/YvMcRt5xptB5nNim9,"https://www.google.com/maps/dir/54.411486,24.1155162/54.5799647,24.1698286/@54.4958093,23.9769214,11z/data=!3m1!4b1!4m2!4m1!3e0
"
2435,315,36,https://goo.gl/maps/n3VqvHB39Cjd5dYR8,"https://www.google.com/maps/dir/54.5799647,24.1698286/54.6775859,25.2468516/54.7483666,25.2645238/54.7429107,25.2770049/@54.6637252,24.3940606,10z/data=!4m2!4m1!3e0
"
2436,316,1,https://goo.gl/maps/spmQ2RqzPGbSKZTw5,"https://www.google.com/maps/dir/54.6585943,25.1406471/54.9397506,23.8788583/@54.8303746,24.2646304,9z/data=!4m2!4m1!3e0
"
2437,316,2,https://goo.gl/maps/oSo6U8CJUf2MnnCQ6,"https://www.google.com/maps/dir/54.9355074,23.8705801/54.6702344,23.5224975/Circle+K+Kalvarija,+Kalvarija,+Kalvarija+Municipality,+Lithuania/@54.6614927,23.1917375,9z/data=!4m10!4m9!1m0!1m0!1m5!1m1!1s0x46e1271125555555:0x307a3afeaad54e7f!2m2!1d23.1820942!2d54.3593028!3e0
"
2438,316,3,https://goo.gl/maps/n28YrRbAsdBsJNCJ6,"https://www.google.com/maps/dir/Circle+K+Kalvarija,+Kalvarija,+Kalvarija+Municipality,+Lithuania/''/53.8178037,22.3873337/51.1808335,15.0087172/50.3573042,8.6938469/@52.2704058,12.385974,6z/data=!4m20!4m19!1m5!1m1!1s0x46e1271125555555:0x307a3afeaad54e7f!2m2!1d23.1820942!2d54.3593028!1m3!2m2!1d23.1199631!2d54.3086199!1m5!3m4!1m2!1d15.1077528!2d51.1893708!3s0x4708db1f7cc04f05:0xee35f481ef53eab5!1m0!1m0!3e0
"
2439,316,4,https://goo.gl/maps/sidofiNAkaQhKDK7A,"https://www.google.com/maps/dir/50.3556921,8.6945653/50.6876597,8.2937653/@50.5219751,8.3638391,11z/data=!3m1!4b1!4m2!4m1!3e0
"
2440,316,5,https://goo.gl/maps/F3HgNC73ismbAazV7,"https://www.google.com/maps/dir/50.6876597,8.2937653/''/Serways+Rastst%C3%A4tte+Kaltenborn,+Schalksm%C3%BChle,+Germany/@50.9881694,7.6036706,10z/data=!4m13!4m12!1m0!1m3!2m2!1d7.6282787!2d51.2200664!1m5!1m1!1s0x47b939b51f27095d:0x665fc85088a0adc6!2m2!1d7.5721303!2d51.2888592!3e0
"
2441,316,6,https://goo.gl/maps/B48AczDgbBKYxiMP8,"https://www.google.com/maps/dir/51.2889949,7.571083/51.4116498,7.4992516/@51.3615373,7.4360222,12z/data=!3m1!4b1!4m2!4m1!3e0
"
2442,316,7,https://goo.gl/maps/P2wPzqW58DfovByFA,"https://www.google.com/maps/dir/51.4116498,7.4992516/50.9290082,6.7753556/@51.1693408,6.7949353,10z/data=!4m2!4m1!3e0
"
2443,316,8,https://goo.gl/maps/UUFBANQnT7CfVCjN9,"https://www.google.com/maps/dir/50.9290082,6.7753556/50.8188427,6.0248047/''/50.8172251,4.4056299/@50.8627849,4.9705352,8.87z/data=!4m14!4m13!1m0!1m0!1m8!2m2!1d5.7544152!2d50.9585387!3m4!1m2!1d4.4033634!2d50.8303133!3s0x47c3c4b36578a8d3:0x74fe1e9c2e5d4c21!1m0!3e0
"
2444,316,9,https://goo.gl/maps/e8qGdzjNAcSgwehw5,"https://www.google.com/maps/dir/50.871221,4.287006/50.969962,3.845342/@50.9096494,3.9474782,11.5z/data=!4m6!4m5!1m1!4e1!1m1!4e1!3e0
"
2445,316,10,https://goo.gl/maps/MWhKpztPZKdVGkPP7,"https://www.google.com/maps/dir/50.9705356,3.8455178/51.1878186,3.1067391/@51.0716847,3.336989,10.75z/data=!4m2!4m1!3e0
"
2446,316,11,https://goo.gl/maps/VJdfspREVSK2pqXH8,"https://www.google.com/maps/dir/51.1882571,3.105876/51.2401768,2.9449447/@51.2168232,2.9584994,12.58z/data=!4m2!4m1!3e0
"
2447,316,12,https://maps.app.goo.gl/Fd6v7ApgreuBJKyz7,"https://www.google.com/maps/dir/51.214617,2.926223/51.185452,3.107327/@51.1991294,2.9675465,12.75z/data=!4m6!4m5!1m1!4e1!1m1!4e1!3e0
"
2448,316,13,https://goo.gl/maps/jveQiU2fMX3yx5Dw6,"https://www.google.com/maps/dir/51.185495,3.1071788/51.033568,3.637013/@51.0708479,3.2180101,11z/data=!4m5!4m4!1m0!1m1!4e1!3e0
"
2449,316,14,https://goo.gl/maps/hLYajZQV8gkfro4P6,"https://www.google.com/maps/dir/51.0336442,3.6376511/''/51.486053,4.735554/51.4972849,4.7420674/@51.2534237,3.8595979,10z/data=!4m9!4m8!1m0!1m3!2m2!1d4.3843174!2d51.2272927!1m0!1m0!3e0
"
2450,316,15,https://goo.gl/maps/VUquXzgX4DZo5HzDA,"https://www.google.com/maps/dir/51.4975483,4.742188/52.1016742,5.1850294/@51.7991766,4.6573728,10z/data=!3m1!4b1!4m2!4m1!3e0
"
2451,316,16,https://goo.gl/maps/evUNtx7yLu1skNiQ6,"https://www.google.com/maps/dir/52.0797627,5.1435036/52.1704572,5.4349543/@52.1298927,5.1406032,11.29z/data=!4m2!4m1!3e0
"
2452,316,17,https://goo.gl/maps/eAFLUYofNKcasA3c8,"https://www.google.com/maps/dir/52.1703907,5.4347672/52.19576,5.8347285/@52.1902535,5.4868783,11.29z/data=!4m2!4m1!3e0
"
2453,316,18,https://goo.gl/maps/JcUKeHj2a519gotk8,"https://www.google.com/maps/dir/52.19576,5.8347285/52.2808331,6.8505881/@52.2154442,6.0125479,10z/data=!4m2!4m1!3e0
"
2454,316,19,https://goo.gl/maps/eGu1mjMMZx5sygD36,"https://www.google.com/maps/dir/52.2808331,6.8505881/''/52.3025865,13.0144107/@52.2716979,7.2880343,7z/data=!4m8!4m7!1m0!1m3!2m2!1d7.0434098!2d52.3135863!1m0!3e0
"
2455,316,20,https://goo.gl/maps/a38L5L695Bjp1XhD9,"https://www.google.com/maps/dir/52.3025865,13.0144107/52.3155312,14.577695/51.8978054,19.7052111/@52.1564282,14.7428875,7.29z/data=!4m2!4m1!3e0
"
2456,316,21,https://goo.gl/maps/24Tvo628HhqXZB6f8,"https://www.google.com/maps/dir/51.8978054,19.7052111/''/54.3088872,23.1207199/54.9449113,23.8767835/@53.6512954,20.0282787,7.29z/data=!4m9!4m8!1m0!1m3!2m2!1d22.1095294!2d53.2571973!1m0!1m0!3e0
"
2457,316,22,https://goo.gl/maps/qUgzAgTDFt5J2fKw8,"https://www.google.com/maps/dir/54.9365983,23.8995893/54.933864,23.9654683/@54.9354681,23.9115863,14z/data=!4m2!4m1!3e0
"
2458,316,23,https://goo.gl/maps/sXrxuKmr6mb2Tzzd7,"https://www.google.com/maps/dir/54.933847,23.9657784/54.6890778,25.2625879/@54.82,24.1664777,9.29z/data=!4m2!4m1!3e0
"
2459,317,1,https://maps.app.goo.gl/mvBcWFej8X5pSXpv6,"https://www.google.com/maps/dir/54.6577168,25.1432106/54.7750309,24.8103616/@54.7097458,24.8782165,11.71z/data=!4m2!4m1!3e0
"
2460,317,2,https://goo.gl/maps/EZ3WXeuVAGLwzTUr5,"https://www.google.com/maps/dir/54.7747367,24.8097009/55.6869546,21.6933915/@55.1528218,22.470622,8.59z/data=!4m2!4m1!3e0
"
2461,317,3,https://goo.gl/maps/svAFnQRG1iuncdj36,"https://www.google.com/maps/dir/55.687039,21.6918532/55.7300283,21.1860629/@55.6845127,21.3167443,11.17z/data=!4m2!4m1!3e0
"
2462,317,4,https://maps.app.goo.gl/DJxyppeDgK1AGXVc7,"https://www.google.com/maps/dir/55.7332852,21.1839075/55.9031684,21.1054947/@55.818309,20.9719614,11z/data=!4m2!4m1!3e0
"
2463,317,5,https://goo.gl/maps/R74rS8n9JPYwmZPA6,"https://www.google.com/maps/dir/55.9049993,21.1053315/55.3355557,23.1017768/@55.6198522,21.5340923,9z/data=!3m1!4b1!4m2!4m1!3e0
"
2464,317,6,https://goo.gl/maps/33qcHG7mzexXD5aR8,"https://www.google.com/maps/dir/55.3353997,23.1045828/54.9338592,23.965616/@55.1345705,23.2048446,10z/data=!4m2!4m1!3e0
"
2465,317,7,https://goo.gl/maps/XjzCrVkUC63PL39AA,"https://www.google.com/maps/dir/54.9338592,23.965616/54.669003,25.2361523/@54.7800252,24.157117,9.58z/data=!4m3!4m2!3e0!5i1
"
2466,318,1,https://goo.gl/maps/XLvEGQnGHNNm5yB57,"https://www.google.com/maps/dir/54.657715,25.1432158/54.7903829,24.6679715/@54.715929,24.8096245,11z/data=!4m2!4m1!3e0
"
2467,318,2,https://goo.gl/maps/Hw8Be1PGuPHKLWQLA,"https://www.google.com/maps/dir/54.7904385,24.6676669/54.926881,24.0585475/@54.8742853,24.1961869,10.87z/data=!4m2!4m1!3e0
"
2468,318,3,https://goo.gl/maps/69opJGbY8fhgHFnq5,"https://www.google.com/maps/dir/54.9287069,24.0322155/54.9355696,23.8706499/@54.925597,23.9039523,12.58z/data=!4m2!4m1!3e0
"
2469,318,4,https://goo.gl/maps/GZS4NTg958zjMufaA,"https://www.google.com/maps/dir/54.9354962,23.8712488/54.7268292,23.6861503/@54.832505,23.6907442,11z/data=!4m2!4m1!3e0
"
2470,318,5,https://goo.gl/maps/6SMNAk3FCnGUt6x48,"https://www.google.com/maps/dir/54.726412,23.685247/54.5825872,23.3777494/@54.6503902,23.4452683,11z/data=!4m2!4m1!3e0
"
2472,318,7,https://goo.gl/maps/Pv38k1nkzaGicj2G8,"https://www.google.com/maps/dir/54.4377893,23.2040594/54.4138221,23.2257551/54.3716325,23.2342516/54.3086444,23.119999/53.8332116,22.3903768/52.1558399,20.687725/@53.3375536,20.7332147,7z/data=!4m2!4m1!3e0
"
2473,318,8,https://goo.gl/maps/b6jrKxyzn9gPyySu7,"https://www.google.com/maps/dir/52.1558399,20.687725/52.2944842,17.6541331/@52.0969519,18.459057,8.58z/data=!4m14!4m13!1m10!3m4!1m2!1d20.3766947!2d52.0933425!3s0x47195af89ff74b43:0x2de723b350bd2321!3m4!1m2!1d20.2535435!2d52.0748868!3s0x4719595b1b60c6b5:0x533bf424c1b83f6c!1m0!3e0
"
2474,318,9,https://goo.gl/maps/XuU4SKwv1Jk2pqxU8,"https://www.google.com/maps/dir/52.2944842,17.6541331/52.313899,15.7837037/@52.3413109,16.0581865,9z/data=!4m2!4m1!3e0
"
2475,318,10,https://goo.gl/maps/T76Ls8YdY2TdEnij6,"https://www.google.com/maps/dir/52.313899,15.7837037/52.3156154,14.577712/49.7494809,11.51108/@51.0938335,11.7649454,7.29z/data=!4m2!4m1!3e0
"
2476,318,11,https://goo.gl/maps/GCBeop2jWg7x9PQR9,"https://www.google.com/maps/dir/49.7494809,11.51108/49.3604354,11.2020998/@49.5807666,11.2536921,10.29z/am=t/data=!4m9!4m8!1m5!3m4!1m2!1d11.2020143!2d49.3608714!3s0x479f5c7ab96d0efb:0xaa30341f34461052!1m0!3e0
"
2477,318,12,https://goo.gl/maps/1q9sLwDP91ySW9Rd9,"https://www.google.com/maps/dir/49.3567676,11.2041659/49.8961539,9.395394/@49.6392122,9.8664946,9z/data=!4m2!4m1!3e0
"
2478,318,13,https://goo.gl/maps/nLzjDZPu6N4n1pXu7,"https://www.google.com/maps/dir/49.8961539,9.395394/51.8986456,6.1657007/52.1131815,5.1745522/@50.999017,5.9484623,8z/data=!4m2!4m1!3e0
"
2479,318,14,https://goo.gl/maps/a3RfmAwRMThbXSRR6,"https://www.google.com/maps/dir/52.0797627,5.1435036/52.1956883,5.8348548/@52.1130458,5.3362459,10.75z/data=!4m2!4m1!3e0
"
2480,318,15,https://goo.gl/maps/aRXR3G33pYZEVfwd6,"https://www.google.com/maps/dir/52.1956979,5.8348369/52.2524939,6.4305024/@52.2245594,6.0277828,11z/data=!4m2!4m1!3e0
"
2481,318,16,https://maps.app.goo.gl/ZhY5zdQBy8h2vZA8A,"https://www.google.com/maps/dir/52.2524932,6.430499/52.281012,6.8509406/@52.3109062,6.543845,11.5z/data=!4m2!4m1!3e0
"
2482,318,17,https://maps.app.goo.gl/FbRyFZ7BCw1T8w4NA,"https://www.google.com/maps/dir/52.2810574,6.8510506/52.3135791,7.0433796/52.4215734,9.5642606/@52.3436628,7.4532244,8.58z/data=!4m2!4m1!3e0
"
2483,318,18,https://maps.app.goo.gl/URNNn1WQoy8jCSp69,"https://www.google.com/maps/dir/52.4215734,9.5642667/52.3026484,13.0138006/@52.4247877,10.3708638,8.5z/data=!4m9!4m8!1m5!3m4!1m2!1d9.5661586!2d52.4216896!3s0x47b070c00c78591d:0xd43d11ea5078d24a!1m0!3e0
"
2484,318,19,https://maps.app.goo.gl/MPFUmTvHJHTdEg7k8,"https://www.google.com/maps/dir/52.3029341,13.0137511/52.315481,14.5776896/52.3241286,14.6528693/@52.3205493,13.2728376,9z/data=!4m2!4m1!3e0
"
2485,318,20,https://goo.gl/maps/F4dsV2Ug4144sDAZ8,"https://www.google.com/maps/dir/52.3241497,14.6527105/52.3202259,14.9361308/''/53.1612231,23.152017/54.0777211,22.9399428/54.3088755,23.1207208/54.9451349,23.876611/@53.7252021,17.1822644,6z/data=!4m12!4m11!1m0!1m0!1m3!2m2!1d14.9552394!2d52.3223296!1m0!1m0!1m0!1m0!3e0
"
2486,318,21,https://goo.gl/maps/vXiR7eXbupvTuytA8,"https://www.google.com/maps/dir/54.9369387,23.903454/54.9338662,23.9655387/@54.9354522,23.8933029,13z/data=!3m1!4b1!4m2!4m1!3e0
"
